FRAMEID	COMMONNAME	SMILES	INCHI	CLASS?
CPD-13936	Glc<sub>3</sub>Man<sub>9</sub>GlcNAc<sub>2</sub>	CCONC1COCCOCCO1OC2OCCOCCOCNCOC2OC3COCCOCO3COC6COCCOCCOC5OCCOCOCOCOC4COCOCOCCOO45O6OC7CCOCOCCOO7OC8COCOCOCCOO8OC14OCCOCOCOCOC13OCCOCOCOCOC9COCCOCO9COOC10COCCOCO10COOC12OCCOCOCOCOC11COCOCOCCOO11121314O	InChI1S/C88H148N2O71/c1-1710389-33-47117642913-101137-7533134151-76-3490-18210448118653014-102148-76152-83-63133694611632150-8315-135-77-6013068155-86-725412440110248-96145-86159-80-591295112137107215-93140-804511531149-7716-136-84-705212238108226-94143-84157-78-571274911935105193-91138-78156-87-745612642112259-97146-87161-88-7355125411112610-98147-88160-82-6113166431132711-99142-82153-81-6213267441142812-100141-81154-85-715312339109237-95144-85158-79-581285012036106204-92139-79/h19-8891-102105-134H3-16H21-2H3H89103H90104/t19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49+50+51+52+53+54+55+56+57+58-59+60+61+62-63+64-65-66+67+68+69+70+71-72+73+74+75?76+77+78-79-80-81-82-83+84+85-86-87-88-/m1/s1	false
CDP-N-METHYLETHANOLAMIN	CDP-N-methylethanolamine	CCOPO[O-]OPOCC2CCCN1CNCCC1NOO2OO[O-]O[N+]C	InChI1S/C12H22N4O11P2/c1-14-3-5-24-28202127-29222325-6-7-91710181126-716-4-2-81315-121619/h2479-111417-18H35-6H21H3H2021H2223H2131519/p-1/t7-9-10-11-/m1/s1	false
|X-LGAL-HEX-1:5_6:D|	x-lgal-HEX-1:5|6:d	null	null	false
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	1-o-carboxyphenylamino-1'-deoxyribulose 5'-phosphate	COPO[O-][O-]COCOCOCNC1CCCCCCO[O-]1	InChI1S/C12H16NO9P/c14-9111610156-22-231920215-13-8-4-2-1-3-78121718/h1-410-111315-16H5-6H2H1718H2192021/p-3/t10-11+/m1/s1	false
CPD-488	&beta;-L-fucose 1-phosphate	CC1OCOPO[O-][O-]COCOCO1	InChI1S/C6H13O8P/c1-2-374859613-214-15101112/h2-9H1H3H2101112/p-2/t2-3+4+5-6+/m0/s1	false
CPD-505	D-<i>myo</i>-inositol1346-tetrakisphosphate	C1OCOP[O-]O[O-]COP[O-][O-]OCOCOPO[O-][O-]COPO[O-][O-]1	InChI1S/C6H16O18P4/c7-1-321-2591011523-2715161728624-281819204122-26121314/h1-8HH291011H2121314H2151617H2181920/p-8/t1-2+3-4+5-6+	false
CPD-10452	2-amino-46-dinitrotoluene glucoside	CC2CNC1OCCOCOCOCO1CC[N+]O[O-]CC[N+]O[O-]2	InChI1S/C13H17N3O9/c1-5-72-61521223-8516232414-13-12201119101894-1725-13/h2-39-1417-20H4H21H3/t9-10-11+12-13?/m1/s1	false
LYS	L-lysine	C[N+]CCCC[N+]C[O-]O	InChI1S/C6H14N2O2/c7-4-2-1-3-586910/h5H1-47-8H2H910/p+1/t5-/m0/s1	false
CPD-6972	4-2'-carboxyphenyl-4-oxobutyryl-CoA	CCCOP[O-]OOP[O-]OOCC3CCCN2CNC1CNCNC12NO3OOP[O-]O[O-]CCCNCCCNCCSCCCCC4CCCCCC[O-]O4OOOOO	InChI1S/C32H44N7O20P3S/c1-3222644294535-10-9-214134-11-12-63-22428-7-194017-5-3-4-6-181731464714-56-62535459-61515255-13-20-2558-6048495024433057-2039-16-38-23-273336-15-37-282339/h3-615-162024-263043-44H7-14H21-2H3H3441H3545H4647H5152H5354H2333637H2484950/p-5	false
CPD-12097	<i>N</i><sup>5</sup>-formyl-<i>N</i><sup>5</sup>-hydroxy-L-ornithine	[CH]ONOCCCC[N+]CO[O-]	InChI1S/C6H12N2O4/c7-5610112-1-3-8124-9/h4-512H1-37H2H1011/t5-/m0/s1	false
PROPIONATE	propanoate	CCCO[O-]	InChI1S/C3H6O2/c1-2-345/h2H21H3H45/p-1	false
3-ENOLPYRUVYL-SHIKIMATE-5P	5-enolpyruvoyl-shikimate 3-phosphate	CCCO[O-]OC1CCCO[O-]CCOPO[O-][O-]CO1	InChI1S/C10H13O10P/c1-49121319-6-2-51014153-7861120-21161718/h36-811H1-2H2H1213H1415H2161718/p-4/t6-7-8+/m1/s1	false
4-COUMAROYLQUINATE	<i>trans</i>-5-<i>O</i>-4-coumaroyl-D-quinate	C[O-]OC1OCCOCOCC1OCOCCC2CCCOCC2	InChI1S/C16H18O8/c17-10-4-1-92-5-103-6-131924-12-8-16231521227-1118141220/h1-611-121417-182023H7-8H2H2122/p-1/b6-3+/t11-12-14-16+/m1/s1	false
CPD-12096	pyoverdine I	CCOC1NCCNCOCCCCNCOONCOCCCCCNCO1NCOCCCCNCOONCOCCONCOCNCCCONCC4CCNC3CNCCCCC[O-]O[N+]OCC2CCOCOCC2N34OOCCCNC[N+]NCCOO	InChI1S/C56H86N18O22/c1-277943-539161-15-4-3-8-31468465-3411-7-19-739626-78498770-4428280549271-4364-47853310-6-18-729525-7767-50883623-7568-4886329-5-16-62-56585966-51893724-7669-529038-14-17-60-45-3563-428313-12-305755939420-29-21-4081418222-3929743845/h20-2225-2830-3436-3843-4475-7679-8295-96H3-1923-2457H21-2H3H6191H6383H6485H6584H6689H6788H6886H6990H7087H7192H9394H4585962/p+1/t27?28?30?31?32?33?34?36?37?38-43?44?/m0/s1	false
2-OCTAPRENYL-6-HYDROXYPHENOL	3-<i>all-trans</i>-octaprenylbenzene-12-diol	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1COCOCCC1CCCCCCCC	InChI1S/C46H70O2/c1-36218-10-19-37320-11-21-38422-12-23-39524-13-25-40626-14-27-41728-15-29-42830-16-31-43934-35-44-32-17-33-4547464448/h17-1820222426283032-3447-48H10-161921232527293135H21-9H3/b37-20+38-22+39-24+40-26+41-28+42-30+43-34+	false
ACETYLSERINE	<i>O</i>-acetyl-L-serine	CCOCC[N+]CO[O-]O	InChI1S/C5H9NO4/c1-3710-2-46589/h4H26H21H3H89/t4-/m0/s1	false
CPD-8610	44-dimethyl-5&alpha;-cholesta-8-en-3-&beta;-ol	CCCCCCC[CH]4C1C[CH]C2CCC1C3C[CH]CC2CCCCOCC3CC4C	InChI1S/C29H50O/c1-1929-8-10-20322-12-13-23-21-11-14-25-2745263016-18-29257242115-17-2822236/h19-2022-2325-2630H8-18H21-7H3/t20-22-23+25+26+28-29-/m1/s1	false
CPD-9411	germacra-11041113-trien-12-ol	CC1CCCCCCCCCCOCCC1	InChI1S/C15H24O/c1-12-5-4-6-1328-10-159-7-1214311-16/h5815-16H3-46-79-11H21-2H3/b12-5+13-8+/t15-/m1/s1	false
CPD-10750	UDP-2-acetamido-26-dideoxy-&beta;-L-<i>arabino</i>-hexul-4-ose	CC3CCCCOPOPOCC1CCCO1N2CCCNC2OOOO[O-]O[O-]OO3NCCOOO	InChI1S/C17H25N3O16P2/c1-6-112313251018-72211633-635-38303136-37282932-5-8-122414261534-820-4-3-92219-172027/h3-4681012-1624-26H5H21-2H3H1821H2829H3031H192227/p-2/t6-8+10+12+13+14+15+16+/m0/s1	false
BACCATIN-III	baccatin III	CC3COCC2OCOCC1CCCCC1O[CH]4CCCOCOCCOCCCC23COCC5OCCOCOC45	InChI1S/C31H38O11/c1-15-193413-31382641-273718-10-8-7-9-11-1824-296203512-21-302414-39-2142-1733325362340-162322215283145/h7-1119-2123-242634-3538H12-14H21-6H3/t19-20-21+23+24-26-29+30-31+/m0/s1	false
CPD-11226	indole-3-acetyl-glycine	C2NC1CCCCC1C2CCNCC[O-]OO	InChI1S/C12H12N2O3/c15-1114-7-1216175-8-6-13-10-4-2-1-3-9810/h1-4613H57H2H1415H1617/p-1	false
2-KETO-3-METHYL-VALERATE	<i>S</i>-3-methyl-2-oxopentanoate	CCCCCOC[O-]O	InChI1S/C6H10O3/c1-3-4257689/h4H3H21-2H3H89/p-1/t4-/m0/s1	false
N-ALPHA-ACETYLORNITHINE	<i>N</i>-acetyl-L-ornithine	CCONCCCC[N+]CO[O-]	InChI1S/C7H14N2O3/c1-5109-6711123-2-4-8/h6H2-48H21H3H910H1112/t6-/m0/s1	false
CPD-16670	6&beta;-hydroxy-<i>syn</i>-pimaradiene	CCC3CC[CH]2C1CCCCCC[CH]1COCC2C3CC	InChI1S/C20H32O/c1-6-19411-8-15-1413-1912-162117-18239-7-10-2015175/h61215-1721H17-1113H22-5H3/t15-16-17+19-20-/m1/s1	false
CPD-716	teasterone	CCCCCCOCOCC[CH]3CC[CH]4[CH]2CCO[CH]1CCOCCCC1[CH]2CCCC34	InChI1S/C28H48O4/c1-1521632531263217420-7-8-21-19-14-243023-13-18299-11-28236221910-12-2720215/h15-2325-262931-32H7-14H21-6H3/t16-17-18-19-20+21-22-23+25+26+27+28+/m0/s1	false
CPD-10280	lignoceroyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCCOSCCNCOCCNCCOCCCCOP[O-]OOP[O-]OOCC1COPO[O-][O-]COCO1N3CNC2CNNCNC23O	InChI1S/C45H82N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-365473-29-28-47-355326-27-48-43574056452331-66-72636469-71616265-30-34-3968-7058596038554467-3452-33-51-37-414649-32-50-423752/h32-3438-404455-56H4-31H21-3H3H4753H4857H6162H6364H2464950H2585960/p-4/t34-38-39-40+44-/m1/s1	false
2-TRANS6-TRANS-FARNESOL	<i>2E6E</i>-farnesol	CCCCCCCCCCCCCCCO	InChI1S/C15H26O/c1-1327-5-8-1439-6-10-15411-12-16/h791116H5-681012H21-4H3/b14-9+15-11+	false
DEPHOSPHO-COA	3'-dephospho-CoA	CCCCOPO[O-]OPO[O-]OCC1OCCOCO1N3CNC2CNNCNC23COCONCCCONCCS	InChI1S/C21H35N7O13P2S/c1-2121632193324-4-3-122923-5-6-448-39-43363741-42343538-7-11-143015312040-1128-10-27-13-172225-9-26-181328/h9-1114-162030-3244H3-8H21-2H3H2329H2433H3435H3637H2222526/p-2/t11-14-15-16+20-/m1/s1	false
CO3	carbonate	C[O-]O[O-]	InChI1S/CH2O3/c2-134/hH2234/p-2	false
CPD-14485	glycyrrhetaldehyde	CC4CC3CCC2CC1CCCC5[CH]C1CCC2CC3CCCO4OCC[CH]OCCC5C	InChI1S/C30H46O3/c1-25222-8-11-307242822510-9-232533213216-19-20-17-26318-3112-13-2720414-15-2919306/h16182022-2433H8-1517H21-7H3/t20-22?23-24?26-27+28-29+30+/m0/s1	false
34-DIHYDROXYPHENYLPYRUVATE	34-dihydroxyphenylpyruvate	CCCC1CCCOCOC1OO[O-]	InChI1S/C9H8O5/c10-6-2-1-53-76114-81291314/h1-310-11H4H2H1314/p-1	false
CPD-11529	jasmonoyl-CoA	CCCCCC4COCCCCCSCCNCOCCNCOCOCCCCOPOOPOOCC1OCCC1OP[O-]O[O-]ON3C2CCNNCN2NC3[O-][O-]O4	InChI1S/C33H52N7O18P3S/c1-4-5-6-7-20-198-9-21204114-244362-13-12-35-234210-11-36-31462845332316-55-61525358-60505154-15-22-2757-5947484926443256-2240-18-39-25-293437-17-38-302540/h5-617-202226-283244-45H47-16H21-3H3H3542H3646H5051H5253H2343738H2474849/p-4/b6-5-/t19?20?22-26-27-28+32-/m1/s1	false
CPD0-1148	<i>N</i><i>N</i>'-dimethyl-<i>p</i>-phenylenediamine	CNCC1CCCNCC1	InChI1S/C8H12N2/c1-1028-5-3-794-6-8/h3-6H9H21-2H3	false
CPD-16559	delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-6-<i>O</i>-p-hydroxybenzoyl-glucoside	CC7COCOCOCOCC1COCOCOCO1OC3CC2CCOCOCOC2[O+]C6CC3C[O-]CCOC5OCCOCOC4CCCOCC4COCOCO5C6O7	InChI1S/C40H44O23/c1-13-2645304933523858-1357-12-25-2948325135544063-2561-23-10-18-19428-179-221860-362315-6-2043274621447-1559-39-3453315028472462-3911-56-375514-2-4-16415-3-14/h2-101324-2628-3538-404547-54H11-12H21H3H4-414243444655/t13-24-25-26-28-29-30+31+32+33+34-35-38-39-40-/m1/s1	false
CPD-3604	<i>N</i>-acetyl-&alpha;-D-galactosamine	CCNC1CCCOC1OCOOOO	InChI1S/C8H15NO6/c1-3119-5-71361242-1015-8514/h4-81012-14H2H21H3H911/t4-5-6+7-8+/m1/s1	false
INDOLE_ACETALDEHYDE	indole acetaldehyde	CCC1C2CNC1CCCC2O	InChI1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9810/h1-46-711H5H2	false
CPD-10330	&alpha;-D-ribofuranose	CC1CCCO1OOOO	InChI1S/C5H10O5/c6-1-2-37485910-2/h2-9H1H2/t2-3-4-5+/m1/s1	false
CPD-710	campestanol	CCCCCCCCC[CH]3CC[CH]4[CH]2CC[CH]1CCOCCCC1[CH]2CCCC34	InChI1S/C28H50O/c1-1821937-8-20424-11-12-25-23-10-9-21-17-222913-15-27215262314-16-2824256/h18-2629H7-17H21-6H3/t19-20-21+22+23+24-25+26+27+28-/m1/s1	false
CPD-715	6-deoxoteasterone	CCCCCCOCOCC[CH]3CC[CH]4[CH]2CC[CH]1CCOCCCC1[CH]2CCCC34	InChI1S/C28H50O3/c1-1621732530263118422-9-10-23-21-8-7-19-15-202911-13-27195242112-14-2822236/h16-2629-31H7-15H21-6H3/t17-18-19-20-21-22+23-24-25+26+27-28+/m0/s1	false
BUTANEDIOL	RR-23-butanediol	CCCOCO	InChI1S/C4H10O2/c1-35426/h3-6H1-2H3/t3-4-/m1/s1	false
CPD0-1541	5-diazo-4-oxo-norvaline	CO[O-]C[N+]CCOC[N+]N	InChI1S/C5H7N3O3/c6-4510111-392-8-7/h247H16H2/p+1	false
CPD-533	cyclohex-1-ene-1-carbonyl-CoA	CCCCOCONCCCONCCSCOC1CCCCC1COPOOPOOCC2COP[O-]O[O-]COCO2N4C3CCNNCN3NC4[O-][O-]	InChI1S/C28H44N7O17P3S/c1-2822238253931-9-8-183630-10-11-56-274016-6-4-3-5-7-1613-49-55464752-54444548-12-17-2151-5341424320372650-1735-15-34-19-232932-14-33-241935/h614-151720-222637-38H3-57-13H21-2H3H3036H3139H4445H4647H2293233H2414243/p-4/t17-20-21-22+26-/m1/s1	false
HYDROXY-915-DIOXOPROSTA-13-ENOATE	15-dehydro-prostaglandin E<sub>2</sub>	CCCCCCOCCC1CCCCCCCCO[O-]COCCO1	InChI1S/C20H30O5/c1-2-3-6-9-152112-13-17-16182214-19172310-7-4-5-8-11-202425/h4712-1316-171923H2-35-68-1114H21H3H2425/p-1/b7-4-13-12+/t16-17-19-/m1/s1	false
DOCOSANOATE	behenate	CCCCCCCCCCCCCCCCCCCCCC[O-]O	InChI1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-222324/h2-21H21H3H2324/p-1	false
CPD-13027	<i>NN</i>-dihydroxy-L-tryptophan	C2NC1CCCCC1CCCNOOCO[O-]2	InChI1S/C11H12N2O4/c14-1115101316175-7-6-12-9-4-2-1-3-879/h1-46101216-17H5H2H1415/p-1/t10-/m0/s1	false
CPD-6992	+-pinobanksin	C3CCCC2OC1CCCCC1CC2OOO[O-]CC3	InChI1S/C15H12O5/c16-9-6-101712-117-920-1514191312188-4-2-1-3-5-8/h1-714-1719H/p-1/t14-15+/m0/s1	false
CPD-12907	4&alpha;-hydroxymethyl-ergosta-72424<sup>1</sup>-dien-3&beta;-ol	CCCCCCCCC[CH]3CC[CH]4C2CC[CH]1CCOCOCCCC1[CH]2CCCC34	InChI1S/C29H48O2/c1-1821937-8-20423-11-12-24-21-9-10-25-2217-30273114-16-29256262113-15-2823245/h9182022-2730-31H37-810-17H21-24-6H3/t20-22+23-24+25+26+27+28-29+/m1/s1	false
CPD-8671	dopaxanthin	CCC1CCNCC1CO[O-]C[O-]ONCCC2CCCCC2OOC[O-]O	InChI1S/C18H18N2O8/c21-14-2-1-98-1514225-1116232419-4-3-10-6-1217252620-137-10182728/h1-468111320-22H57H2H2324H2526H2728/p-3/b10-3-19-4-/t11-13-/m0/s1	false
CPD-15083	orientin	CC4CCCCC1CCCC2C1OCCC2OC3CCOCCC3OO[O-]O4OOOO	InChI1S/C21H20O11/c22-6-14-1728182919302132-1416-11264-102515-12275-1331-2015167-1-2-8239243-7/h1-51417-1921-2628-30H6H2/p-1/t14-17-18+19-21+/m1/s1	false
SINAPALDEHYDE	sinapaldehyde	COC1CCCCCOCCOCCO1	InChI1S/C11H12O4/c1-14-9-6-84-3-5-127-1015-211913/h3-713H1-2H3/b4-3+	false
CPD-3570	methyl &beta;-D-glucoside	COC1OCCOCOCOCO1	InChI1S/C7H14O6/c1-12-7-6115104932-813-7/h3-11H2H21H3/t3-4-5+6-7-/m1/s1	false
CPD-15630	scutellarein 7-methyl ether	COC2COCOC3COCCC1CCCOCC1OCC23	InChI1S/C16H12O6/c1-21-13-7-12-14162015131910186-1122-128-2-4-9175-3-8/h2-71719-20H1H3	false
CPD-13218	pent-1-en-3-one	CCCCCO	InChI1S/C5H8O/c1-3-564-2/h3H14H22H3	false
CPD-4402	6aR11aR-39-dihydroxypterocarpan	C1COCC2CC1[CH]3[CH]O2C4COC3CCOCC4	InChI1S/C15H12O4/c16-8-2-4-11-135-818-7-12-10-3-1-9176-141019-151112/h1-61215-17H7H2/t12-15-/m0/s1	false
CPD-12188	bisdemethoxycurcumin	C1CCCCC1CCCCCOCCC2CCCOCC2OO	InChI1S/C19H16O4/c20-16-7-1-142-8-165-11-182213-192312-6-15-3-9-172110-4-15/h1-1320-22H/b11-5+12-6+18-13-	false
CPD-16719	2&alpha;-hydroxy-<i>ent</i>-cassadiene	CCC1CC[CH]2[CH]CC1C3CCCC2CCCCCOC3	InChI1S/C20H32O/c1-6-14-7-9-17-16131428-10-18-193411-152112-2017185/h6-71315-1821H18-12H22-5H3/t13-15+16-17-18?20+/m1/s1	false
CPD-9646	<i>di-transocta-cis</i>-undecaprenyl phosphate	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOPO[O-][O-]CCC	InChI1S/C55H91O4P/c1-45223-13-24-46325-14-26-47427-15-28-48529-16-30-49631-17-32-50733-18-34-51835-19-36-52937-20-38-531039-21-40-541141-22-42-551243-44-59-60565758/h2325272931333537394143H13-222426283032343638404244H21-12H3H2565758/p-2/b46-25+47-27+48-29-49-31-50-33-51-35-52-37-53-39-54-41-55-43-	false
CPD-8073	1-18:2-2-16:0-monogalactosyldiacylglycerol	CCCCCCCCCCCCCCCCCCOCCCOC1OCCCC1OOOCOOCCCCCCCCCCCCCCCCOO	InChI1S/C43H78O10/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-384550-34-3635-51-43-4249414840473733-4453-4352-394632-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h111317-1836-3740-4447-49H3-101214-1619-35H21-2H3/b13-11-18-17-/t36-37-40+41+42-43-/m1/s1	false
CPD0-1689	3-undecyl-2-hydroxyl-14-naphthoquinone	CCCCCCCCCCCC1CCCC2CCO1CCCC2O	InChI1S/C22H30O2/c1-3-4-5-6-7-8-9-10-11-14-18-172212319-15-12-13-16-2019221824/h12-1315-16H3-1114H21-2H3	false
CPD-8091	1-oleoyl-2-linoleoyl-phosphatidylcholine	CCCCCCCCCCCCCCCCCCOCCOCOCCCCCCCCCCCCCCCCCCOP[O-]OOCC[N+]CCCO	InChI1S/C44H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-434650-40-4241-52-54484951-39-38-4534553-444737-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h151720-2342H6-141618-1924-41H21-5H3/b17-15-22-20-23-21-/t42-/m1/s1	false
L-1-LYSOPHOSPHATIDATE	1-oleyl-2-lyso-phosphatidate	CCCCCCCCCCCCCCCCCCOOCCCOP[O-][O-]OO	InChI1S/C21H41O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-212327-18-202219-28-29242526/h9-102022H2-811-19H21H3H2242526/p-2/b10-9-/t20-/m1/s1	false
CPD-15176	baicalein 7-<i>O</i>-&beta;-<i>D</i>-glucoside	C1CCCCC1C2CCOC4CO2CCOC3CCCOCO3COOOCOCO4	InChI1S/C21H20O10/c22-8-14-1725192720282131-1430-13-7-12-15182616132410236-1129-129-4-2-1-3-5-9/h1-7141719-2224-28H8H2/t14-17-19+20-21-/m1/s1	false
OXIDIZED-GLUTATHIONE	glutathione disulfide	CSSCCCNCC[O-]OONCOCCC[N+]C[O-]OCCNCC[O-]OONCOCCC[N+]C[O-]O	InChI1S/C20H32N6O12S2/c21-91935361-3-132725-11173323-5-1529307-39-40-8-12183424-6-16313226-14284-2-1022203738/h9-12H1-821-22H2H2333H2434H2527H2628H2930H3132H3536H3738/p-2/t9-10-11-12-/m0/s1	false
5-METHYLTHIOINOSINE	<i>S</i>-methyl-5'-thioinosine	CSCC1OCCOCO1N3CNC2CONCNC23	InChI1S/C11H14N4O4S/c1-20-2-5-7168171119-515-4-14-6-91512-3-13-10618/h3-57-81116-17H2H21H3H121318/t5-7-8-11-/m1/s1	false
2-OCTAPRENYLPHENOL	2-octaprenylphenol	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1COCCCC1CCCCCCCC	InChI1S/C46H70O/c1-37219-12-20-38321-13-22-39423-14-24-40525-15-26-41627-16-28-42729-17-30-43831-18-32-44935-36-45-33-10-11-34-464547/h10-111921232527293133-3547H12-182022242628303236H21-9H3/b38-21+39-23+40-25+41-27+42-29+43-31+44-35+	false
CPD-12128	menaquinol-<i>11</i>	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCCOC2CCCCCCO12CCC	InChI1S/C66H98O2/c1-50226-16-27-51328-17-29-52430-18-31-53532-19-33-54634-20-35-55736-21-37-56838-22-39-57940-23-41-581042-24-43-591144-25-45-601248-49-62-6113656763-46-14-15-47-6463666268/h14-152628303234363840424446-4867-68H16-252729313335373941434549H21-13H3/b51-28+52-30+53-32+54-34+55-36+56-38+57-40+58-42+59-44+60-48+	false
2-METHYLPROPANAL-OXIME	<i>E</i>-2-methylpropanal-oxime	CCC[CH]NO	InChI1S/C4H9NO/c1-423-5-6/h3-46H1-2H3/b5-3+	false
ALPHA-TOCOPHEROL	&alpha;-tocopherol	CCCCCCCCCCCCCCCCC1CCCC2CCOCCCCO12CC	InChI1S/C29H50O2/c1-20212-9-13-21314-10-15-22416-11-18-29819-17-26-2572730235246282631-29/h20-2230H9-19H21-8H3/t21-22-29-/m1/s1	false
CPD-691	adenosylcobyrate	CC5C10CCCCC[O-]OCCCONC9C11CCCCCNOCCCCNOC1[N+][Co--]2[N+]4CCC3CCCCNOCCCCNOCCC1[N+]23CCCCCCCNOC45CC6CCOCO6N7CNC8C7NCNC8NON91011	InChI1S/C45H66N10O8.C10H12N5O3.Co/c1-21-36-2410-13-30475741342853-3618-27-239-12-29465643619-3350603952-2722237-2511-14-31485844720-34516145855-3740-2617-324959425382154-4016-15-356263;1-4-6167171018-415-3-14-5-81112-2-13-9515;/h1823-2640H9-1719-20H21-8H3H14464748495051525354555657585960616263;2-46-71016-17H1H2H2111213;/q;;+2/p-2/t23-24-25-26+40-42-43+44+45+;4-6-7-10-;/m11./s1	false
DEHYDROSPHINGANINE	3-dehydrosphinganine	CCCCCCCCCCCCCCCCCCO[N+]O	InChI1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-1821171916-20/h1720H2-1619H21H3/p+1/t17-/m0/s1	false
CPD-8167	1-18:3-2-18:2-monogalactosyldiacylglycerol	CCCCCCCCCCCCCCCCCCOCCCOC1OCCOCOCOCO1OCOCCCCCCCCCCCCCCCCCO	InChI1S/C45H76O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-404752-36-3837-53-45-4451435042493935-4655-4554-414834-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5711-1417-2038-3942-4649-51H3-468-1015-1621-37H21-2H3/b7-5-13-11-14-12-19-17-20-18-/t38-39-42+43+44-45-/m1/s1	false
CPDQT-300	8-methylthiooctyl glucosinolate	CSCCCCCCCCCNOSOO[O-]SC1OCCOCOCOCO1	InChI1S/C16H31NO9S3/c1-27-9-7-5-3-2-4-6-8-1217-26-2922232428-16-1521142013191110-1825-16/h1113-1618-21H2-10H21H3H222324/p-1/b17-12+/t11-13-14+15-16+/m1/s1	false
THREO-DS-ISO-CITRATE	D-<i>threo</i>-isocitrate	COCCC[O-]OCOC[O-]O[O-]	InChI1S/C6H8O7/c7-381-2510114961213/h249H1H2H78H1011H1213/p-3/t2-4+/m0/s1	false
CO-A	coenzyme A	CCCCOCONCCCONCCSCOPOOPOOCC1OCCC1OP[O-]O[O-]ON3C2CCNNCN2NC3[O-][O-]	InChI1S/C21H36N7O16P3S/c1-2121631193224-4-3-122923-5-6-488-41-47383944-46363740-7-11-1543-4533343514302042-1128-10-27-13-172225-9-26-181328/h9-1114-162030-3148H3-8H21-2H3H2329H2432H3637H3839H2222526H2333435/p-4/t11-14-15-16+20-/m1/s1	false
CYCLOEUCALENOL	cycloeucalenol	CCCCCCCCC[CH]3CCC4C[CH]1CC[CH]5CCCOCCC2CC12CCCC345	InChI1S/C30H50O/c1-1922038-9-21423-12-14-28726-11-10-24-225253113-15-292418-30262917-16-2723286/h1921-2631H38-18H21-24-7H3/t21-22+23-24+25+26+27-28+29?30?/m1/s1	false
GDP-D-GLUCOSE	GDP-&alpha;-D-glucose	COC1COCOCOCO1OP[O-]OOP[O-]OOCC2OCCOCO2N4CNC3CONCNNC34	InChI1S/C16H25N5O16P2/c17-16-19-12-6132820-1618-3-211214-1026824534-142-33-38293037-39313236-15-112792572341-2235-15/h3-57-1114-1522-27H1-2H2H2930H3132H317192028/p-2/t4-5-7-8-9+10-11-14-15-/m1/s1	false
CPD0-181	<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide	COP[O-][O-]OC2COCOCN1CNCCNCO[O-]1O2	InChI1S/C9H14N3O9P/c13-6-42-20-2217181921-8761412-3-10-1-51211-91516/h13-46-81113-14H2H2H1516H2171819/p-3/t4-6-7-8-/m1/s1	false
|Aryl-Carrier-Protein-Group|	[aryl-carrier protein]group	CCCCOPO[O-]OCCN[an aryl-carrier protein]CO[an aryl-carrier protein]COCONCCCONCCS	null	false
CPD-11520	OPC8-3-ketoacyl-CoA	CCCCCC4COCCCCCCCCCOCCSCCNCOCCNCOCOCCCCOPOOPOOCC1OCCC1OP[O-]O[O-]ON3C2CCNNCN2NC3[O-][O-]O4	InChI1S/C39H62N7O19P3S/c1-4-5-7-12-26-2413-14-27264810-8-6-9-11-254719-305069-18-17-41-294915-16-42-37533452392321-62-68596065-67575861-20-28-3364-6654555632513863-2846-23-45-31-354043-22-44-363146/h5722-24262832-343851-52H468-21H21-3H3H4149H4253H5758H5960H2404344H2545556/p-4/b7-5-/t24?26?28-32-33-34+38-/m1/s1	false
